"pred_type","pred_comm_name","pred_species","ocean","region","area","reference","prey_species","prey_comm_name","n_data","years","season","year1","month1","month_name1","year2","month2","month_name2","method_length","method_diet","comment","n_samples","pred_stage1","pred_stage2","prey_mm_min","prey_mm_max","prey_mm_range","prey_mm_med","prey_mm_avg","prey_mm_sd","prop_diet_by_wt","prop_diet_by_wt_type","prop_diet_by_n","prop_diet_by_energy","prop_diet_by_occur","prop_diet_by_occur_sd","prop_diet_by_index"
"bony fishes","Atlantic bluefin tuna","Thunnus thynnus","NW Atlantic","North Atlantic Bight","Cape Lookout","Butler et al. 2010","Brevoortia tyrannus","Atlantic menhaden","YES","2004-2005","Dec-Jan",2004,12,"Dec",2005,1,"Jan",NA,"stomach sampling",NA,NA,"adult","large-medium185.4-205.7cm",NA,NA,NA,NA,NA,NA,98.97,NA,NA,NA,NA,NA,NA
"bony fishes","Atlantic bluefin tuna","Thunnus thynnus","NW Atlantic","North Atlantic Bight","Cape Lookout","Butler et al. 2010","Brevoortia tyrannus","Atlantic menhaden","YES","2005-2006","Dec-Jan",2005,12,"Dec",2006,1,"Jan",NA,"stomach sampling",NA,NA,"adult","large-medium185.4-205.7cm",NA,NA,NA,NA,NA,NA,96.43,NA,NA,NA,NA,NA,NA
"bony fishes","Atlantic bluefin tuna","Thunnus thynnus","NW Atlantic","North Atlantic Bight","Cape Lookout","Butler et al. 2010","Doryteuthis pealeii","Longfin inshore squid","YES","2004-2005","Dec-Jan",2004,12,"Dec",2005,1,"Jan",NA,"stomach sampling",NA,NA,"adult","large-medium185.4-205.7cm",NA,NA,NA,NA,NA,NA,0.04,NA,NA,NA,NA,NA,NA
"bony fishes","Atlantic bluefin tuna","Thunnus thynnus","NW Atlantic","North Atlantic Bight","Cape Lookout","Butler et al. 2010","Doryteuthis pealeii","Longfin inshore squid","YES","2005-2006","Dec-Jan",2005,12,"Dec",2006,1,"Jan",NA,"stomach sampling",NA,NA,"adult","large-medium185.4-205.7cm",NA,NA,NA,NA,NA,NA,1.11,NA,NA,NA,NA,NA,NA
"bony fishes","Atlantic bluefin tuna","Thunnus thynnus","NW Atlantic","North Atlantic Bight","Cape Lookout","Butler et al. 2010","Brevoortia tyrannus","Atlantic menhaden","YES","2003-2004","Dec-Jan",2003,12,"Dec",2004,1,"Jan",NA,"stomach sampling",NA,NA,"adult","giant_m205.7 cm",NA,NA,NA,NA,NA,NA,91.39,NA,NA,NA,NA,NA,NA
"bony fishes","Atlantic bluefin tuna","Thunnus thynnus","NW Atlantic","North Atlantic Bight","Cape Lookout","Butler et al. 2010","Brevoortia tyrannus","Atlantic menhaden","YES","2004-2005","Dec-Jan",2004,12,"Dec",2005,1,"Jan",NA,"stomach sampling",NA,NA,"adult","giant_m205.7 cm",NA,NA,NA,NA,NA,NA,98.96,NA,NA,NA,NA,NA,NA
"bony fishes","Atlantic bluefin tuna","Thunnus thynnus","NW Atlantic","North Atlantic Bight","Cape Lookout","Butler et al. 2010","Brevoortia tyrannus","Atlantic menhaden","YES","2005-2006","Dec-Jan",2005,12,"Dec",2006,1,"Jan",NA,"stomach sampling",NA,NA,"adult","giant_m205.7 cm",NA,NA,NA,NA,NA,NA,92.97,NA,NA,NA,NA,NA,NA
"bony fishes","Atlantic bluefin tuna","Thunnus thynnus","NW Atlantic","North Atlantic Bight","Cape Lookout","Butler et al. 2010","Doryteuthis pealeii","Longfin inshore squid","YES","2004-2005","Dec-Jan",2004,12,"Dec",2005,1,"Jan",NA,"stomach sampling",NA,NA,"adult","giant_m205.7 cm",NA,NA,NA,NA,NA,NA,0.07,NA,NA,NA,NA,NA,NA
"bony fishes","Atlantic bluefin tuna","Thunnus thynnus","NW Atlantic","North Atlantic Bight","Cape Lookout","Butler et al. 2010","Doryteuthis pealeii","Longfin inshore squid","YES","2005-2006","Dec-Jan",2005,12,"Dec",2006,1,"Jan",NA,"stomach sampling",NA,NA,"adult","giant_m205.7 cm",NA,NA,NA,NA,NA,NA,0.48,NA,NA,NA,NA,NA,NA
"bony fishes","Striped bass","Morone saxatilis","NW Atlantic","Chesapeake Bay","Chesapeake Bay","Griffin and Margraf 2003","Brevoortia tyrannus","Atlantic menhaden","YES","1955-1959",NA,1955,NA,NA,1959,NA,NA,NA,"stomach sampling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,NA,38,NA,NA,NA,66
"bony fishes","Striped bass","Morone saxatilis","NW Atlantic","Chesapeake Bay","Chesapeake Bay","Griffin and Margraf 2003","Brevoortia tyrannus","Atlantic menhaden","YES","1955-1959",NA,1955,NA,NA,1959,NA,NA,NA,"stomach sampling",NA,NA,"adult","large_greater600mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92
"bony fishes","Albacore tuna","Thunnus alalunga","NW Atlantic","Grand Banks of Newfoundland","Grand Banks of Newfoundland","Logan et al. 2013","Illex illecebrosus","Northern shortfin squid","YES","2001-2002","Jun",2001,6,"Jun",2002,6,"Jun",NA,"stomach sampling","Data refers to family Ommastrephidae. Short fin is the most abundant",NA,NA,NA,NA,NA,NA,NA,NA,NA,71.1,NA,NA,NA,NA,NA,NA
"bony fishes","Bigeye tuna","Thunnus obesus","NW Atlantic","Grand Banks of Newfoundland","Grand Banks of Newfoundland","Logan et al. 2013","Illex illecebrosus","Northern shortfin squid","YES","2001-2002","Jun",2001,6,"Jun",2002,6,"Jun",NA,"stomach sampling","Data refers to family Ommastrephidae. Short fin is the most abundant",NA,NA,NA,NA,NA,NA,NA,NA,NA,61.8,NA,NA,NA,NA,NA,NA
"bony fishes","Dolphinfish","Coryphaena hippurus","NW Atlantic","Grand Banks of Newfoundland","Grand Banks of Newfoundland","Logan et al. 2013","Illex illecebrosus","Northern shortfin squid","YES","2001-2002","Jun",2001,6,"Jun",2002,6,"Jun",NA,"stomach sampling","Data refers to family Ommastrephidae. Short fin is the most abundant",NA,NA,NA,NA,NA,NA,NA,NA,NA,42.5,NA,NA,NA,NA,NA,NA
"bony fishes","Longbill spearfish","Tetrapturus pfluegeri","NW Atlantic","Grand Banks of Newfoundland","Grand Banks of Newfoundland","Logan et al. 2013","Illex illecebrosus","Northern shortfin squid","NO","2001-2002","Jun",2001,6,"Jun",2002,6,"Jun",NA,"stomach sampling","Data refers to family Ommastrephidae. Short fin is the most abundant",NA,NA,NA,NA,NA,NA,NA,NA,NA,63.8,NA,NA,NA,NA,NA,NA
"bony fishes","White marlin","Kajikia albida","NW Atlantic","Grand Banks of Newfoundland","Grand Banks of Newfoundland","Logan et al. 2013","Illex illecebrosus","Northern shortfin squid","YES","2001-2002","Jun",2001,6,"Jun",2002,6,"Jun",NA,"stomach sampling","Data refers to family Ommastrephidae. Short fin is the most abundant",NA,NA,NA,NA,NA,NA,NA,NA,NA,54.1,NA,NA,NA,NA,NA,NA
"bony fishes","Yellowfin tuna","Thunnus albacares","NW Atlantic","Grand Banks of Newfoundland","Grand Banks of Newfoundland","Logan et al. 2013","Illex illecebrosus","Northern shortfin squid","YES","2001-2002","Jun",2001,6,"Jun",2002,6,"Jun",NA,"stomach sampling","Data refers to family Ommastrephidae. Short fin is the most abundant",NA,NA,NA,NA,NA,NA,NA,NA,NA,69.5,NA,NA,NA,NA,NA,NA
"cartilaginous fishes","Shortfin mako shark","Isurus oxyrinchus","NW Atlantic","Grand Banks of Newfoundland","Grand Banks of Newfoundland","Logan et al. 2013","Illex illecebrosus","Northern shortfin squid","YES","2001-2002","Jun",2001,6,"Jun",2002,6,"Jun",NA,"stomach sampling","Data refers to family Ommastrephidae. Short fin is the most abundant",NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA
"bony fishes","Swordfish","Xiphias gladius","NW Atlantic","Grand Banks of Newfoundland","Grand Banks of Newfoundland","Logan et al. 2013","Illex illecebrosus","Northern shortfin squid","YES","2001-2002","Jun",2001,6,"Jun",2002,6,"Jun",NA,"stomach sampling","Data refers to family Ommastrephidae. Short fin is the most abundant",NA,NA,NA,NA,NA,NA,NA,NA,NA,70.2,NA,NA,NA,NA,NA,NA
"bony fishes","Striped bass","Morone saxatilis","NW Atlantic","US East Coast","North Carolina Coast","Overton et al. 2008","Clupea harengus","Atlantic herring","YES","1994-2007",NA,1994,NA,NA,2007,NA,NA,NA,"stomach sampling",NA,NA,NA,NA,NA,NA,NA,NA,217,24,NA,NA,NA,NA,NA,NA,NA
"bony fishes","Striped bass","Morone saxatilis","NW Atlantic","US East Coast","North Carolina Coast","Overton et al. 2008","Clupea harengus","Atlantic herring","YES","2002",NA,2002,NA,NA,2002,NA,NA,NA,"stomach sampling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1,NA,NA,NA,NA,NA,NA
"bony fishes","Striped bass","Morone saxatilis","NW Atlantic","US East Coast","North Carolina Coast","Overton et al. 2008","Clupea harengus","Atlantic herring","YES","2005",NA,2005,NA,NA,2005,NA,NA,NA,"stomach sampling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.3,NA,NA,NA,NA,NA,NA
"bony fishes","Striped bass","Morone saxatilis","NW Atlantic","US East Coast","North Carolina Coast","Overton et al. 2008","Brevoortia tyrannus","Atlantic menhaden","YES","1994-2007",NA,1994,NA,NA,2007,NA,NA,NA,"stomach sampling",NA,NA,NA,NA,NA,NA,NA,NA,183,73,NA,NA,NA,NA,NA,NA,NA
"bony fishes","Striped bass","Morone saxatilis","NW Atlantic","US East Coast","North Carolina Coast","Overton et al. 2008","Brevoortia tyrannus","Atlantic menhaden","YES","1994",NA,1994,NA,NA,1994,NA,NA,NA,"stomach sampling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.8,NA,NA,NA,NA,NA,NA
"bony fishes","Striped bass","Morone saxatilis","NW Atlantic","US East Coast","North Carolina Coast","Overton et al. 2008","Brevoortia tyrannus","Atlantic menhaden","YES","1995",NA,1995,NA,NA,1995,NA,NA,NA,"stomach sampling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.9,NA,NA,NA,NA,NA,NA
"bony fishes","Striped bass","Morone saxatilis","NW Atlantic","US East Coast","North Carolina Coast","Overton et al. 2008","Brevoortia tyrannus","Atlantic menhaden","YES","1996",NA,1996,NA,NA,1996,NA,NA,NA,"stomach sampling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.5,NA,NA,NA,NA,NA,NA
"bony fishes","Striped bass","Morone saxatilis","NW Atlantic","US East Coast","North Carolina Coast","Overton et al. 2008","Brevoortia tyrannus","Atlantic menhaden","YES","2000",NA,2000,NA,NA,2000,NA,NA,NA,"stomach sampling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.8,NA,NA,NA,NA,NA,NA
"bony fishes","Striped bass","Morone saxatilis","NW Atlantic","US East Coast","North Carolina Coast","Overton et al. 2008","Brevoortia tyrannus","Atlantic menhaden","YES","2002",NA,2002,NA,NA,2002,NA,NA,NA,"stomach sampling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.8,NA,NA,NA,NA,NA,NA
"bony fishes","Striped bass","Morone saxatilis","NW Atlantic","US East Coast","North Carolina Coast","Overton et al. 2008","Brevoortia tyrannus","Atlantic menhaden","YES","2003",NA,2003,NA,NA,2003,NA,NA,NA,"stomach sampling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.4,NA,NA,NA,NA,NA,NA
"bony fishes","Striped bass","Morone saxatilis","NW Atlantic","US East Coast","North Carolina Coast","Overton et al. 2008","Brevoortia tyrannus","Atlantic menhaden","YES","2005",NA,2005,NA,NA,2005,NA,NA,NA,"stomach sampling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.8,NA,NA,NA,NA,NA,NA
"bony fishes","Striped bass","Morone saxatilis","NW Atlantic","US East Coast","North Carolina Coast","Overton et al. 2008","Brevoortia tyrannus","Atlantic menhaden","YES","2006",NA,2006,NA,NA,2006,NA,NA,NA,"stomach sampling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.1,NA,NA,NA,NA,NA,NA
"bony fishes","Striped bass","Morone saxatilis","NW Atlantic","US East Coast","North Carolina Coast","Overton et al. 2008","Brevoortia tyrannus","Atlantic menhaden","YES","2007",NA,2007,NA,NA,2007,NA,NA,NA,"stomach sampling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.5,NA,NA,NA,NA,NA,NA
"bony fishes","Striped bass","Morone saxatilis","NW Atlantic","US East Coast","North Carolina Coast","Overton et al. 2008","Doryteuthis pealeii","Longfin inshore squid","YES","2006",NA,2006,NA,NA,2006,NA,NA,NA,"stomach sampling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA
"bony fishes","Bluefish","Pomatomus saltatrix","NW Atlantic","North Atlantic Bight","New Jersey-Massachusset Coast","Staudinger 2006","Doryteuthis pealeii","Longfin inshore squid","YES","2002-2003","Feb-Jul",2002,2,"Feb",2003,7,"Jul",NA,"stomach sampling",NA,NA,"adult","small_200-450mm",NA,NA,NA,NA,NA,NA,1.2,NA,NA,NA,NA,NA,NA
"bony fishes","Bluefish","Pomatomus saltatrix","NW Atlantic","North Atlantic Bight","New Jersey-Massachusset Coast","Staudinger 2006","Doryteuthis pealeii","Longfin inshore squid","YES","2002-2003","Feb-Jul",2002,2,"Feb",2003,7,"Jul",NA,"stomach sampling",NA,NA,"adult","medium_451-550mm",NA,NA,NA,NA,NA,NA,44.9,NA,NA,NA,NA,NA,NA
"bony fishes","Bluefish","Pomatomus saltatrix","NW Atlantic","North Atlantic Bight","New Jersey-Massachusset Coast","Staudinger 2006","Doryteuthis pealeii","Longfin inshore squid","YES","2002-2003","Feb-Jul",2002,2,"Feb",2003,7,"Jul",NA,"stomach sampling",NA,NA,"adult","large_m551",NA,NA,NA,NA,NA,NA,18.1,NA,NA,NA,NA,NA,NA
"bony fishes","Goosefish","Lophius americanus","NW Atlantic","North Atlantic Bight","New Jersey-Massachusset Coast","Staudinger 2006","Doryteuthis pealeii","Longfin inshore squid","YES","2002-2003","Feb-Jul",2002,2,"Feb",2003,7,"Jul",NA,"stomach sampling",NA,NA,"adult","medium_251-450mm",NA,NA,NA,NA,NA,NA,4.9,NA,NA,NA,NA,NA,NA
"bony fishes","Goosefish","Lophius americanus","NW Atlantic","North Atlantic Bight","New Jersey-Massachusset Coast","Staudinger 2006","Doryteuthis pealeii","Longfin inshore squid","YES","2002-2003","Feb-Jul",2002,2,"Feb",2003,7,"Jul",NA,"stomach sampling",NA,NA,"adult","large_m451",NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA
"bony fishes","Bluefish","Pomatomus saltatrix","NW Atlantic","North Atlantic Bight","New Jersey-Massachusset Coast","Staudinger 2006","Illex illecebrosus","Northern shortfin squid","YES","2002-2003","Feb-Jul",2002,2,"Feb",2003,7,"Jul",NA,"stomach sampling",NA,NA,"adult","medium_451-550mm",NA,NA,NA,NA,NA,NA,1.7,NA,NA,NA,NA,NA,NA
"bony fishes","Bluefish","Pomatomus saltatrix","NW Atlantic","North Atlantic Bight","New Jersey-Massachusset Coast","Staudinger 2006","Illex illecebrosus","Northern shortfin squid","YES","2002-2003","Feb-Jul",2002,2,"Feb",2003,7,"Jul",NA,"stomach sampling",NA,NA,"adult","large_m551",NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA
"bony fishes","Silver hake","Merluccius bilinearis","NW Atlantic","North Atlantic Bight","New Jersey-Massachusset Coast","Staudinger 2006","Doryteuthis pealeii","Longfin inshore squid","YES","2002-2003","Feb-Jul",2002,2,"Feb",2003,7,"Jul",NA,"stomach sampling",NA,NA,"juvenile","small_50_199mm",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"bony fishes","Silver hake","Merluccius bilinearis","NW Atlantic","North Atlantic Bight","New Jersey-Massachusset Coast","Staudinger 2006","Doryteuthis pealeii","Longfin inshore squid","YES","2002-2003","Feb-Jul",2002,2,"Feb",2003,7,"Jul",NA,"stomach sampling",NA,NA,"adult","medium_200-299mm",NA,NA,NA,NA,NA,NA,2.7,NA,NA,NA,NA,NA,NA
"bony fishes","Silver hake","Merluccius bilinearis","NW Atlantic","North Atlantic Bight","New Jersey-Massachusset Coast","Staudinger 2006","Doryteuthis pealeii","Longfin inshore squid","YES","2002-2003","Feb-Jul",2002,2,"Feb",2003,7,"Jul",NA,"stomach sampling",NA,NA,"adult","large_m300",NA,NA,NA,NA,NA,NA,12.3,NA,NA,NA,NA,NA,NA
"bony fishes","Summer flounder","Paralichthys dentatus","NW Atlantic","North Atlantic Bight","New Jersey-Massachusset Coast","Staudinger 2006","Doryteuthis pealeii","Longfin inshore squid","YES","2002-2003","Feb-Jul",2002,2,"Feb",2003,7,"Jul",NA,"stomach sampling",NA,NA,"juvenile","small_250_199mm",NA,NA,NA,NA,NA,NA,15.3,NA,NA,NA,NA,NA,NA
"bony fishes","Summer flounder","Paralichthys dentatus","NW Atlantic","North Atlantic Bight","New Jersey-Massachusset Coast","Staudinger 2006","Doryteuthis pealeii","Longfin inshore squid","YES","2002-2003","Feb-Jul",2002,2,"Feb",2003,7,"Jul",NA,"stomach sampling",NA,NA,"adult","medium_400-549mm",NA,NA,NA,NA,NA,NA,25.4,NA,NA,NA,NA,NA,NA
"bony fishes","Summer flounder","Paralichthys dentatus","NW Atlantic","North Atlantic Bight","New Jersey-Massachusset Coast","Staudinger 2006","Doryteuthis pealeii","Longfin inshore squid","YES","2002-2003","Feb-Jul",2002,2,"Feb",2003,7,"Jul",NA,"stomach sampling",NA,NA,"adult","large_m550",NA,NA,NA,NA,NA,NA,14.7,NA,NA,NA,NA,NA,NA
"bony fishes","Silver hake","Merluccius bilinearis","NW Atlantic","North Atlantic Bight","New Jersey-Massachusset Coast","Staudinger 2006","Illex illecebrosus","Northern shortfin squid","YES","2002-2003","Feb-Jul",2002,2,"Feb",2003,7,"Jul",NA,"stomach sampling",NA,NA,"adult","large_m300",NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA
"bony fishes","Summer flounder","Paralichthys dentatus","NW Atlantic","North Atlantic Bight","New Jersey-Massachusset Coast","Staudinger 2006","Illex illecebrosus","Northern shortfin squid","YES","2002-2003","Feb-Jul",2002,2,"Feb",2003,7,"Jul",NA,"stomach sampling",NA,NA,"adult","large_m550",NA,NA,NA,NA,NA,NA,5.3,NA,NA,NA,NA,NA,NA
"bony fishes","Atlantic mackerel","Scomber scombrus","NW Atlantic","North Atlantic Bight","Cape Lookout-Nova Scotia","Staudinger and Juanes 2010a","Doryteuthis pealeii","Longfin inshore squid","YES","1991-2004",NA,1991,NA,NA,2004,NA,NA,NA,"stomach sampling",NA,NA,NA,NA,NA,NA,NA,NA,29.9,NA,NA,NA,NA,NA,NA,NA,NA
"bony fishes","Striped bass","Morone saxatilis","NW Atlantic","North Atlantic Bight","Cape Lookout-Nova Scotia","Staudinger and Juanes 2010a","Doryteuthis pealeii","Longfin inshore squid","YES","1991-2004",NA,1991,NA,NA,2004,NA,NA,NA,"stomach sampling",NA,NA,NA,NA,NA,NA,NA,NA,33.9,NA,NA,NA,NA,NA,NA,NA,NA
"bony fishes","Weakfish","Cynoscion regalis","NW Atlantic","North Atlantic Bight","Cape Lookout-Nova Scotia","Staudinger and Juanes 2010a","Doryteuthis pealeii","Longfin inshore squid","YES","1991-2004",NA,1991,NA,NA,2004,NA,NA,NA,"stomach sampling",NA,NA,NA,NA,NA,NA,NA,NA,40.6,NA,NA,NA,NA,NA,NA,NA,NA
"bony fishes","Black sea bass","Centropristis striata","NW Atlantic","North Atlantic Bight","Cape Lookout-Nova Scotia","Staudinger and Juanes 2010a","Doryteuthis pealeii","Longfin inshore squid","YES","1991-2004",NA,1991,NA,NA,2004,NA,NA,NA,"stomach sampling",NA,NA,NA,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,NA
"cartilaginous fishes","Smooth dogfish","Mustelus canis","NW Atlantic","North Atlantic Bight","Cape Lookout-Nova Scotia","Staudinger and Juanes 2010a","Doryteuthis pealeii","Longfin inshore squid","YES","1991-2004",NA,1991,NA,NA,2004,NA,NA,NA,"stomach sampling",NA,NA,NA,NA,NA,NA,NA,NA,53.5,NA,NA,NA,NA,NA,NA,NA,NA
"bony fishes","Bluefish","Pomatomus saltatrix","NW Atlantic","North Atlantic Bight","Cape Lookout-Nova Scotia","Staudinger and Juanes 2010a","Doryteuthis pealeii","Longfin inshore squid","YES","1991-2004",NA,1991,NA,NA,2004,NA,NA,NA,"stomach sampling",NA,NA,NA,NA,NA,NA,NA,NA,57.9,NA,NA,NA,NA,NA,NA,NA,NA
"bony fishes","Fourspot flounder","Hippoglossina oblonga","NW Atlantic","North Atlantic Bight","Cape Lookout-Nova Scotia","Staudinger and Juanes 2010a","Doryteuthis pealeii","Longfin inshore squid","NO","1991-2004",NA,1991,NA,NA,2004,NA,NA,NA,"stomach sampling",NA,NA,NA,NA,NA,NA,NA,NA,61.3,NA,NA,NA,NA,NA,NA,NA,NA
"cartilaginous fishes","Spiny dogfish","Squalus acanthias","NW Atlantic","North Atlantic Bight","Cape Lookout-Nova Scotia","Staudinger and Juanes 2010a","Doryteuthis pealeii","Longfin inshore squid","YES","1991-2004",NA,1991,NA,NA,2004,NA,NA,NA,"stomach sampling",NA,NA,NA,NA,NA,NA,NA,NA,63.8,NA,NA,NA,NA,NA,NA,NA,NA
"bony fishes","Spotted hake","Urophycis regia","NW Atlantic","North Atlantic Bight","Cape Lookout-Nova Scotia","Staudinger and Juanes 2010a","Doryteuthis pealeii","Longfin inshore squid","NO","1991-2004",NA,1991,NA,NA,2004,NA,NA,NA,"stomach sampling",NA,NA,NA,NA,NA,NA,NA,NA,68.2,NA,NA,NA,NA,NA,NA,NA,NA
"bony fishes","Silver hake","Merluccius bilinearis","NW Atlantic","North Atlantic Bight","Cape Lookout-Nova Scotia","Staudinger and Juanes 2010a","Doryteuthis pealeii","Longfin inshore squid","YES","1991-2004",NA,1991,NA,NA,2004,NA,NA,NA,"stomach sampling",NA,NA,NA,NA,NA,NA,NA,NA,72.6,NA,NA,NA,NA,NA,NA,NA,NA
"bony fishes","Offshore hake","Merluccius albidus","NW Atlantic","North Atlantic Bight","Cape Lookout-Nova Scotia","Staudinger and Juanes 2010a","Doryteuthis pealeii","Longfin inshore squid","YES","1991-2004",NA,1991,NA,NA,2004,NA,NA,NA,"stomach sampling",NA,NA,NA,NA,NA,NA,NA,NA,74.8,NA,NA,NA,NA,NA,NA,NA,NA
"bony fishes","Summer flounder","Paralichthys dentatus","NW Atlantic","North Atlantic Bight","Cape Lookout-Nova Scotia","Staudinger and Juanes 2010a","Doryteuthis pealeii","Longfin inshore squid","YES","1991-2004",NA,1991,NA,NA,2004,NA,NA,NA,"stomach sampling",NA,NA,NA,NA,NA,NA,NA,NA,78.9,NA,NA,NA,NA,NA,NA,NA,NA
"bony fishes","Pollock","Pollachius virens","NW Atlantic","North Atlantic Bight","Cape Lookout-Nova Scotia","Staudinger and Juanes 2010a","Doryteuthis pealeii","Longfin inshore squid","YES","1991-2004",NA,1991,NA,NA,2004,NA,NA,NA,"stomach sampling",NA,NA,NA,NA,NA,NA,NA,NA,83.3,NA,NA,NA,NA,NA,NA,NA,NA
"bony fishes","Atlantic cod","Gadus morhua","NW Atlantic","North Atlantic Bight","Cape Lookout-Nova Scotia","Staudinger and Juanes 2010a","Doryteuthis pealeii","Longfin inshore squid","YES","1991-2004",NA,1991,NA,NA,2004,NA,NA,NA,"stomach sampling",NA,NA,NA,NA,NA,NA,NA,NA,92.1,NA,NA,NA,NA,NA,NA,NA,NA
"bony fishes","Goosefish","Lophius americanus","NW Atlantic","North Atlantic Bight","Cape Lookout-Nova Scotia","Staudinger and Juanes 2010a","Doryteuthis pealeii","Longfin inshore squid","YES","1991-2004",NA,1991,NA,NA,2004,NA,NA,NA,"stomach sampling",NA,NA,NA,NA,NA,NA,NA,NA,102.5,NA,NA,NA,NA,NA,NA,NA,NA
"bony fishes","Atlantic sea raven","Hemitripterus americanus","NW Atlantic","North Atlantic Bight","Cape Lookout-Nova Scotia","Staudinger and Juanes 2010a","Doryteuthis pealeii","Longfin inshore squid","YES","1991-2004",NA,1991,NA,NA,2004,NA,NA,NA,"stomach sampling",NA,NA,NA,NA,NA,NA,NA,NA,109.1,NA,NA,NA,NA,NA,NA,NA,NA
"bony fishes","White hake","Urophycis tenuis","NW Atlantic","North Atlantic Bight","Cape Lookout-Nova Scotia","Staudinger and Juanes 2010a","Doryteuthis pealeii","Longfin inshore squid","YES","1991-2004",NA,1991,NA,NA,2004,NA,NA,NA,"stomach sampling",NA,NA,NA,NA,NA,NA,NA,NA,113.2,NA,NA,NA,NA,NA,NA,NA,NA
"cetaceans","Long-finned pilot whale","Globicephala melas","NW Atlantic","North Atlantic Bight","Cape Lookout-Nova Scotia","Staudinger and Juanes 2010a","Doryteuthis pealeii","Longfin inshore squid","YES","1989-1991",NA,1989,NA,NA,1991,NA,NA,NA,"stomach sampling",NA,NA,NA,NA,NA,NA,NA,NA,202.8,NA,NA,NA,NA,NA,NA,NA,NA
"pinnipeds","Grey seal","Halichoerus grypus","NW Atlantic","North Atlantic Bight","Cape Lookout-Nova Scotia","Staudinger and Juanes 2010a","Doryteuthis pealeii","Longfin inshore squid","YES","2004-2006",NA,2004,NA,NA,2006,NA,NA,NA,"stomach sampling",NA,NA,NA,NA,NA,NA,NA,NA,207.2,NA,NA,NA,NA,NA,NA,NA,NA
"bony fishes","Dolphinfish","Coryphaena hippurus","NW Atlantic","North Atlantic Bight","Cape Cod/Islands of Massachussetts","Tefferet 2015","Illex illecebrosus","Northern shortfin squid","YES","2007-2010","Jul-Oct",2007,7,"Jul",2010,10,"Oct",NA,"stomach sampling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.7,NA,NA,NA,NA,NA,NA
"bony fishes","Albacore tuna","Thunnus alalunga","NW Atlantic","North Atlantic Bight","Cape Cod/Islands of Massachussetts","Tefferet 2015","Illex illecebrosus","Northern shortfin squid","YES","2007-2010","Jul-Oct",2007,7,"Jul",2010,10,"Oct",NA,"stomach sampling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.8,NA,NA,NA,NA,NA,NA
"bony fishes","Yellowfin tuna","Thunnus albacares","NW Atlantic","North Atlantic Bight","Cape Cod/Islands of Massachussetts","Tefferet 2015","Illex illecebrosus","Northern shortfin squid","YES","2007-2010","Jul-Oct",2007,7,"Jul",2010,10,"Oct",NA,"stomach sampling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.6,NA,NA,NA,NA,NA,NA
"bony fishes","Striped bass","Morone saxatilis","NW Atlantic","Chesapeake Bay","Chesapeake Bay","Austin and Walter 1998","Brevoortia tyrannus","Atlantic menhaden","YES","1997-1998",NA,1997,NA,NA,1998,NA,NA,NA,"stomach sampling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.22,NA,NA,NA,NA,NA,NA
"bony fishes","Striped bass","Morone saxatilis","NW Atlantic","Chesapeake Bay","Chesapeake Bay","Austin and Walter 1998","Clupea harengus","Atlantic herring","YES","1997-1998","May",1997,5,"May",1998,5,"May",NA,"stomach sampling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.5,NA,NA,NA,NA,NA,NA
"bony fishes","Striped bass","Morone saxatilis","NW Atlantic","Chesapeake Bay","Chesapeake Bay","Austin and Walter 1998","Brevoortia tyrannus","Atlantic menhaden","YES","1997-1998","May",1997,5,"May",1998,5,"May",NA,"stomach sampling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.12,NA,NA,NA,NA,NA,NA
