"stocklong","stocklong_orig","reference","year","year_orig","n","n_units","catch"
"Smooth dogfish Northwest Atlantic Coast [biomass (pred.)]","Smooth dogfish Predicted Biomass Northwest Atlantic Coast","SEDAR 2015",1984,1984,23639,"biomass (pred.)",NA
"Smooth dogfish Northwest Atlantic Coast [biomass (pred.)]","Smooth dogfish Predicted Biomass Northwest Atlantic Coast","SEDAR 2015",1985,1985,21665,"biomass (pred.)",NA
"Smooth dogfish Northwest Atlantic Coast [biomass (pred.)]","Smooth dogfish Predicted Biomass Northwest Atlantic Coast","SEDAR 2015",1986,1986,19785,"biomass (pred.)",NA
"Smooth dogfish Northwest Atlantic Coast [biomass (pred.)]","Smooth dogfish Predicted Biomass Northwest Atlantic Coast","SEDAR 2015",1987,1987,17796,"biomass (pred.)",NA
"Smooth dogfish Northwest Atlantic Coast [biomass (pred.)]","Smooth dogfish Predicted Biomass Northwest Atlantic Coast","SEDAR 2015",1988,1988,15799,"biomass (pred.)",NA
"Smooth dogfish Northwest Atlantic Coast [biomass (pred.)]","Smooth dogfish Predicted Biomass Northwest Atlantic Coast","SEDAR 2015",1989,1989,14032,"biomass (pred.)",NA
"Smooth dogfish Northwest Atlantic Coast [biomass (pred.)]","Smooth dogfish Predicted Biomass Northwest Atlantic Coast","SEDAR 2015",1990,1990,12808,"biomass (pred.)",NA
"Smooth dogfish Northwest Atlantic Coast [biomass (pred.)]","Smooth dogfish Predicted Biomass Northwest Atlantic Coast","SEDAR 2015",1991,1991,12172,"biomass (pred.)",NA
"Smooth dogfish Northwest Atlantic Coast [biomass (pred.)]","Smooth dogfish Predicted Biomass Northwest Atlantic Coast","SEDAR 2015",1992,1992,11179,"biomass (pred.)",NA
"Smooth dogfish Northwest Atlantic Coast [biomass (pred.)]","Smooth dogfish Predicted Biomass Northwest Atlantic Coast","SEDAR 2015",1993,1993,10142,"biomass (pred.)",NA
"Smooth dogfish Northwest Atlantic Coast [biomass (pred.)]","Smooth dogfish Predicted Biomass Northwest Atlantic Coast","SEDAR 2015",1994,1994,9346,"biomass (pred.)",NA
"Smooth dogfish Northwest Atlantic Coast [biomass (pred.)]","Smooth dogfish Predicted Biomass Northwest Atlantic Coast","SEDAR 2015",1995,1995,9245,"biomass (pred.)",NA
"Smooth dogfish Northwest Atlantic Coast [biomass (pred.)]","Smooth dogfish Predicted Biomass Northwest Atlantic Coast","SEDAR 2015",1996,1996,9462,"biomass (pred.)",NA
"Smooth dogfish Northwest Atlantic Coast [biomass (pred.)]","Smooth dogfish Predicted Biomass Northwest Atlantic Coast","SEDAR 2015",1997,1997,10117,"biomass (pred.)",NA
"Smooth dogfish Northwest Atlantic Coast [biomass (pred.)]","Smooth dogfish Predicted Biomass Northwest Atlantic Coast","SEDAR 2015",1998,1998,10599,"biomass (pred.)",NA
"Smooth dogfish Northwest Atlantic Coast [biomass (pred.)]","Smooth dogfish Predicted Biomass Northwest Atlantic Coast","SEDAR 2015",1999,1999,11239,"biomass (pred.)",NA
"Smooth dogfish Northwest Atlantic Coast [biomass (pred.)]","Smooth dogfish Predicted Biomass Northwest Atlantic Coast","SEDAR 2015",2000,2000,11937,"biomass (pred.)",NA
"Smooth dogfish Northwest Atlantic Coast [biomass (pred.)]","Smooth dogfish Predicted Biomass Northwest Atlantic Coast","SEDAR 2015",2001,2001,13366,"biomass (pred.)",NA
"Smooth dogfish Northwest Atlantic Coast [biomass (pred.)]","Smooth dogfish Predicted Biomass Northwest Atlantic Coast","SEDAR 2015",2002,2002,16515,"biomass (pred.)",NA
"Smooth dogfish Northwest Atlantic Coast [biomass (pred.)]","Smooth dogfish Predicted Biomass Northwest Atlantic Coast","SEDAR 2015",2003,2003,19160,"biomass (pred.)",NA
"Smooth dogfish Northwest Atlantic Coast [biomass (pred.)]","Smooth dogfish Predicted Biomass Northwest Atlantic Coast","SEDAR 2015",2004,2004,21122,"biomass (pred.)",NA
"Smooth dogfish Northwest Atlantic Coast [biomass (pred.)]","Smooth dogfish Predicted Biomass Northwest Atlantic Coast","SEDAR 2015",2005,2005,22847,"biomass (pred.)",NA
"Smooth dogfish Northwest Atlantic Coast [biomass (pred.)]","Smooth dogfish Predicted Biomass Northwest Atlantic Coast","SEDAR 2015",2006,2006,23911,"biomass (pred.)",NA
"Smooth dogfish Northwest Atlantic Coast [biomass (pred.)]","Smooth dogfish Predicted Biomass Northwest Atlantic Coast","SEDAR 2015",2007,2007,23954,"biomass (pred.)",NA
"Smooth dogfish Northwest Atlantic Coast [biomass (pred.)]","Smooth dogfish Predicted Biomass Northwest Atlantic Coast","SEDAR 2015",2008,2008,22961,"biomass (pred.)",NA
"Smooth dogfish Northwest Atlantic Coast [biomass (pred.)]","Smooth dogfish Predicted Biomass Northwest Atlantic Coast","SEDAR 2015",2009,2009,21355,"biomass (pred.)",NA
"Smooth dogfish Northwest Atlantic Coast [biomass (pred.)]","Smooth dogfish Predicted Biomass Northwest Atlantic Coast","SEDAR 2015",2010,2010,19710,"biomass (pred.)",NA
"Smooth dogfish Northwest Atlantic Coast [biomass (pred.)]","Smooth dogfish Predicted Biomass Northwest Atlantic Coast","SEDAR 2015",2011,2011,18297,"biomass (pred.)",NA
"Smooth dogfish Northwest Atlantic Coast [biomass (pred.)]","Smooth dogfish Predicted Biomass Northwest Atlantic Coast","SEDAR 2015",2012,2012,17679,"biomass (pred.)",NA
"Offshore hake Northwest Atlantic Coast [abundance]","Offshore hake Abundance Northwest Atlantic Coast","Offshore Hake Assessment 2010",1969,1969,210000,"abundance",NA
"Offshore hake Northwest Atlantic Coast [abundance]","Offshore hake Abundance Northwest Atlantic Coast","Offshore Hake Assessment 2010",1970,1970,240000,"abundance",NA
"Offshore hake Northwest Atlantic Coast [abundance]","Offshore hake Abundance Northwest Atlantic Coast","Offshore Hake Assessment 2010",1971,1971,190000,"abundance",NA
"Offshore hake Northwest Atlantic Coast [abundance]","Offshore hake Abundance Northwest Atlantic Coast","Offshore Hake Assessment 2010",1972,1972,540000,"abundance",NA
"Offshore hake Northwest Atlantic Coast [abundance]","Offshore hake Abundance Northwest Atlantic Coast","Offshore Hake Assessment 2010",1973,1973,530000,"abundance",NA
"Offshore hake Northwest Atlantic Coast [abundance]","Offshore hake Abundance Northwest Atlantic Coast","Offshore Hake Assessment 2010",1974,1974,630000,"abundance",NA
"Offshore hake Northwest Atlantic Coast [abundance]","Offshore hake Abundance Northwest Atlantic Coast","Offshore Hake Assessment 2010",1975,1975,330000,"abundance",NA
"Offshore hake Northwest Atlantic Coast [abundance]","Offshore hake Abundance Northwest Atlantic Coast","Offshore Hake Assessment 2010",1976,1976,470000,"abundance",NA
"Offshore hake Northwest Atlantic Coast [abundance]","Offshore hake Abundance Northwest Atlantic Coast","Offshore Hake Assessment 2010",1977,1977,5e+05,"abundance",NA
"Offshore hake Northwest Atlantic Coast [abundance]","Offshore hake Abundance Northwest Atlantic Coast","Offshore Hake Assessment 2010",1978,1978,670000,"abundance",NA
"Offshore hake Northwest Atlantic Coast [abundance]","Offshore hake Abundance Northwest Atlantic Coast","Offshore Hake Assessment 2010",1979,1979,570000,"abundance",NA
"Offshore hake Northwest Atlantic Coast [abundance]","Offshore hake Abundance Northwest Atlantic Coast","Offshore Hake Assessment 2010",1980,1980,510000,"abundance",NA
"Offshore hake Northwest Atlantic Coast [abundance]","Offshore hake Abundance Northwest Atlantic Coast","Offshore Hake Assessment 2010",1981,1981,550000,"abundance",NA
"Offshore hake Northwest Atlantic Coast [abundance]","Offshore hake Abundance Northwest Atlantic Coast","Offshore Hake Assessment 2010",1982,1982,470000,"abundance",NA
"Offshore hake Northwest Atlantic Coast [abundance]","Offshore hake Abundance Northwest Atlantic Coast","Offshore Hake Assessment 2010",1983,1983,450000,"abundance",NA
"Offshore hake Northwest Atlantic Coast [abundance]","Offshore hake Abundance Northwest Atlantic Coast","Offshore Hake Assessment 2010",1984,1984,160000,"abundance",NA
"Offshore hake Northwest Atlantic Coast [abundance]","Offshore hake Abundance Northwest Atlantic Coast","Offshore Hake Assessment 2010",1985,1985,310000,"abundance",NA
"Offshore hake Northwest Atlantic Coast [abundance]","Offshore hake Abundance Northwest Atlantic Coast","Offshore Hake Assessment 2010",1986,1986,350000,"abundance",NA
"Offshore hake Northwest Atlantic Coast [abundance]","Offshore hake Abundance Northwest Atlantic Coast","Offshore Hake Assessment 2010",1987,1987,390000,"abundance",NA
"Offshore hake Northwest Atlantic Coast [abundance]","Offshore hake Abundance Northwest Atlantic Coast","Offshore Hake Assessment 2010",1988,1988,250000,"abundance",NA
"Offshore hake Northwest Atlantic Coast [abundance]","Offshore hake Abundance Northwest Atlantic Coast","Offshore Hake Assessment 2010",1989,1989,220000,"abundance",NA
"Offshore hake Northwest Atlantic Coast [abundance]","Offshore hake Abundance Northwest Atlantic Coast","Offshore Hake Assessment 2010",1990,1990,420000,"abundance",NA
"Offshore hake Northwest Atlantic Coast [abundance]","Offshore hake Abundance Northwest Atlantic Coast","Offshore Hake Assessment 2010",1991,1991,450000,"abundance",NA
"Offshore hake Northwest Atlantic Coast [abundance]","Offshore hake Abundance Northwest Atlantic Coast","Offshore Hake Assessment 2010",1992,1992,410000,"abundance",NA
"Offshore hake Northwest Atlantic Coast [abundance]","Offshore hake Abundance Northwest Atlantic Coast","Offshore Hake Assessment 2010",1993,1993,170000,"abundance",NA
"Offshore hake Northwest Atlantic Coast [abundance]","Offshore hake Abundance Northwest Atlantic Coast","Offshore Hake Assessment 2010",1994,1994,120000,"abundance",NA
"Offshore hake Northwest Atlantic Coast [abundance]","Offshore hake Abundance Northwest Atlantic Coast","Offshore Hake Assessment 2010",1995,1995,140000,"abundance",NA
"Offshore hake Northwest Atlantic Coast [abundance]","Offshore hake Abundance Northwest Atlantic Coast","Offshore Hake Assessment 2010",1996,1996,140000,"abundance",NA
"Offshore hake Northwest Atlantic Coast [abundance]","Offshore hake Abundance Northwest Atlantic Coast","Offshore Hake Assessment 2010",1997,1997,170000,"abundance",NA
"Offshore hake Northwest Atlantic Coast [abundance]","Offshore hake Abundance Northwest Atlantic Coast","Offshore Hake Assessment 2010",1998,1998,170000,"abundance",NA
"Offshore hake Northwest Atlantic Coast [abundance]","Offshore hake Abundance Northwest Atlantic Coast","Offshore Hake Assessment 2010",1999,1999,150000,"abundance",NA
"Offshore hake Northwest Atlantic Coast [abundance]","Offshore hake Abundance Northwest Atlantic Coast","Offshore Hake Assessment 2010",2000,2000,140000,"abundance",NA
"Offshore hake Northwest Atlantic Coast [abundance]","Offshore hake Abundance Northwest Atlantic Coast","Offshore Hake Assessment 2010",2001,2001,410000,"abundance",NA
"Offshore hake Northwest Atlantic Coast [abundance]","Offshore hake Abundance Northwest Atlantic Coast","Offshore Hake Assessment 2010",2002,2002,510000,"abundance",NA
"Offshore hake Northwest Atlantic Coast [abundance]","Offshore hake Abundance Northwest Atlantic Coast","Offshore Hake Assessment 2010",2003,2003,7e+05,"abundance",NA
"Offshore hake Northwest Atlantic Coast [abundance]","Offshore hake Abundance Northwest Atlantic Coast","Offshore Hake Assessment 2010",2004,2004,410000,"abundance",NA
"Offshore hake Northwest Atlantic Coast [abundance]","Offshore hake Abundance Northwest Atlantic Coast","Offshore Hake Assessment 2010",2005,2005,3e+05,"abundance",NA
"Offshore hake Northwest Atlantic Coast [abundance]","Offshore hake Abundance Northwest Atlantic Coast","Offshore Hake Assessment 2010",2006,2006,190000,"abundance",NA
"Offshore hake Northwest Atlantic Coast [abundance]","Offshore hake Abundance Northwest Atlantic Coast","Offshore Hake Assessment 2010",2007,2007,370000,"abundance",NA
"Offshore hake Northwest Atlantic Coast [abundance]","Offshore hake Abundance Northwest Atlantic Coast","Offshore Hake Assessment 2010",2008,2008,430000,"abundance",NA
"Offshore hake Northwest Atlantic Coast [recruitment index (# less than 30 cm / tow)]","Offshore hake Recruitment index_Nless30cm_per_tow Northwest Atlantic Coast","Offshore Hake Assessment 2010",1967,1967,0.017,"recruitment index (# less than 30 cm / tow)",NA
"Offshore hake Northwest Atlantic Coast [recruitment index (# less than 30 cm / tow)]","Offshore hake Recruitment index_Nless30cm_per_tow Northwest Atlantic Coast","Offshore Hake Assessment 2010",1968,1968,0.304,"recruitment index (# less than 30 cm / tow)",NA
"Offshore hake Northwest Atlantic Coast [recruitment index (# less than 30 cm / tow)]","Offshore hake Recruitment index_Nless30cm_per_tow Northwest Atlantic Coast","Offshore Hake Assessment 2010",1969,1969,0.323,"recruitment index (# less than 30 cm / tow)",NA
"Offshore hake Northwest Atlantic Coast [recruitment index (# less than 30 cm / tow)]","Offshore hake Recruitment index_Nless30cm_per_tow Northwest Atlantic Coast","Offshore Hake Assessment 2010",1970,1970,0.164,"recruitment index (# less than 30 cm / tow)",NA
"Offshore hake Northwest Atlantic Coast [recruitment index (# less than 30 cm / tow)]","Offshore hake Recruitment index_Nless30cm_per_tow Northwest Atlantic Coast","Offshore Hake Assessment 2010",1971,1971,0.095,"recruitment index (# less than 30 cm / tow)",NA
"Offshore hake Northwest Atlantic Coast [recruitment index (# less than 30 cm / tow)]","Offshore hake Recruitment index_Nless30cm_per_tow Northwest Atlantic Coast","Offshore Hake Assessment 2010",1972,1972,1.522,"recruitment index (# less than 30 cm / tow)",NA
"Offshore hake Northwest Atlantic Coast [recruitment index (# less than 30 cm / tow)]","Offshore hake Recruitment index_Nless30cm_per_tow Northwest Atlantic Coast","Offshore Hake Assessment 2010",1973,1973,0.183,"recruitment index (# less than 30 cm / tow)",NA
"Offshore hake Northwest Atlantic Coast [recruitment index (# less than 30 cm / tow)]","Offshore hake Recruitment index_Nless30cm_per_tow Northwest Atlantic Coast","Offshore Hake Assessment 2010",1974,1974,0.599,"recruitment index (# less than 30 cm / tow)",NA
"Offshore hake Northwest Atlantic Coast [recruitment index (# less than 30 cm / tow)]","Offshore hake Recruitment index_Nless30cm_per_tow Northwest Atlantic Coast","Offshore Hake Assessment 2010",1975,1975,0.399,"recruitment index (# less than 30 cm / tow)",NA
"Offshore hake Northwest Atlantic Coast [recruitment index (# less than 30 cm / tow)]","Offshore hake Recruitment index_Nless30cm_per_tow Northwest Atlantic Coast","Offshore Hake Assessment 2010",1976,1976,0.302,"recruitment index (# less than 30 cm / tow)",NA
"Offshore hake Northwest Atlantic Coast [recruitment index (# less than 30 cm / tow)]","Offshore hake Recruitment index_Nless30cm_per_tow Northwest Atlantic Coast","Offshore Hake Assessment 2010",1977,1977,0.41,"recruitment index (# less than 30 cm / tow)",NA
"Offshore hake Northwest Atlantic Coast [recruitment index (# less than 30 cm / tow)]","Offshore hake Recruitment index_Nless30cm_per_tow Northwest Atlantic Coast","Offshore Hake Assessment 2010",1978,1978,0.646,"recruitment index (# less than 30 cm / tow)",NA
"Offshore hake Northwest Atlantic Coast [recruitment index (# less than 30 cm / tow)]","Offshore hake Recruitment index_Nless30cm_per_tow Northwest Atlantic Coast","Offshore Hake Assessment 2010",1979,1979,0.081,"recruitment index (# less than 30 cm / tow)",NA
"Offshore hake Northwest Atlantic Coast [recruitment index (# less than 30 cm / tow)]","Offshore hake Recruitment index_Nless30cm_per_tow Northwest Atlantic Coast","Offshore Hake Assessment 2010",1980,1980,0.317,"recruitment index (# less than 30 cm / tow)",NA
"Offshore hake Northwest Atlantic Coast [recruitment index (# less than 30 cm / tow)]","Offshore hake Recruitment index_Nless30cm_per_tow Northwest Atlantic Coast","Offshore Hake Assessment 2010",1981,1981,0.483,"recruitment index (# less than 30 cm / tow)",NA
"Offshore hake Northwest Atlantic Coast [recruitment index (# less than 30 cm / tow)]","Offshore hake Recruitment index_Nless30cm_per_tow Northwest Atlantic Coast","Offshore Hake Assessment 2010",1982,1982,0.031,"recruitment index (# less than 30 cm / tow)",NA
"Offshore hake Northwest Atlantic Coast [recruitment index (# less than 30 cm / tow)]","Offshore hake Recruitment index_Nless30cm_per_tow Northwest Atlantic Coast","Offshore Hake Assessment 2010",1983,1983,0.526,"recruitment index (# less than 30 cm / tow)",NA
"Offshore hake Northwest Atlantic Coast [recruitment index (# less than 30 cm / tow)]","Offshore hake Recruitment index_Nless30cm_per_tow Northwest Atlantic Coast","Offshore Hake Assessment 2010",1984,1984,0.044,"recruitment index (# less than 30 cm / tow)",NA
"Offshore hake Northwest Atlantic Coast [recruitment index (# less than 30 cm / tow)]","Offshore hake Recruitment index_Nless30cm_per_tow Northwest Atlantic Coast","Offshore Hake Assessment 2010",1985,1985,0.271,"recruitment index (# less than 30 cm / tow)",NA
"Offshore hake Northwest Atlantic Coast [recruitment index (# less than 30 cm / tow)]","Offshore hake Recruitment index_Nless30cm_per_tow Northwest Atlantic Coast","Offshore Hake Assessment 2010",1986,1986,0.507,"recruitment index (# less than 30 cm / tow)",NA
"Offshore hake Northwest Atlantic Coast [recruitment index (# less than 30 cm / tow)]","Offshore hake Recruitment index_Nless30cm_per_tow Northwest Atlantic Coast","Offshore Hake Assessment 2010",1987,1987,0.373,"recruitment index (# less than 30 cm / tow)",NA
"Offshore hake Northwest Atlantic Coast [recruitment index (# less than 30 cm / tow)]","Offshore hake Recruitment index_Nless30cm_per_tow Northwest Atlantic Coast","Offshore Hake Assessment 2010",1988,1988,0.049,"recruitment index (# less than 30 cm / tow)",NA
"Offshore hake Northwest Atlantic Coast [recruitment index (# less than 30 cm / tow)]","Offshore hake Recruitment index_Nless30cm_per_tow Northwest Atlantic Coast","Offshore Hake Assessment 2010",1989,1989,0.292,"recruitment index (# less than 30 cm / tow)",NA
"Offshore hake Northwest Atlantic Coast [recruitment index (# less than 30 cm / tow)]","Offshore hake Recruitment index_Nless30cm_per_tow Northwest Atlantic Coast","Offshore Hake Assessment 2010",1990,1990,1.285,"recruitment index (# less than 30 cm / tow)",NA
