sort_cmf,sort_orig,country,location_orig,location,pred_common,pred_scientific,stocklong,season,source,year_orig,year,n,n_units,ff_common,ff_scientific,ff_eaten_mm,ff_eaten_yr,ff_diet_perc,ff_diet_perc_units,notes
723,688,Peru,,Pauly et al. 1989,Chilean jack mackerel,Trachurus murphyi,Pauly et al. 1989 Chilean jack mackerel,,%-Pauly et al 1989 Figure 5 p394; #-p388 Table 1,1980.0249,1980,890000,tons,Anchoveta,Engraulis ringens,,,13.416256,% by weight,diet for adults >30cm; #nearshore (<75km) from population model
724,689,Peru,,Pauly et al. 1989,Chilean jack mackerel,Trachurus murphyi,Pauly et al. 1989 Chilean jack mackerel,,%-Pauly et al 1989 Figure 5 p394; #-p388 Table 1,1981.019,1981,840000,tons,Anchoveta,Engraulis ringens,,,2.1435382,% by weight,diet for adults >30cm; #nearshore (<75km) from population model
725,690,Peru,,Pauly et al. 1989,Chilean jack mackerel,Trachurus murphyi,Pauly et al. 1989 Chilean jack mackerel,,%-Pauly et al 1989 Figure 5 p394; #-p388 Table 1,1982.0219,1982,1010000,tons,Anchoveta,Engraulis ringens,,,7.168742,% by weight,diet for adults >30cm; #nearshore (<75km) from population model
726,691,Peru,,Pauly et al. 1989,Chilean jack mackerel,Trachurus murphyi,Pauly et al. 1989 Chilean jack mackerel,,%-Pauly et al 1989 Figure 5 p394; #-p388 Table 1,1982.9872,1983,1680000,tons,Anchoveta,Engraulis ringens,,,2.2920356,% by weight,diet for adults >30cm; #nearshore (<75km) from population model
727,692,Peru,,Pauly et al. 1989,Chilean jack mackerel,Trachurus murphyi,Pauly et al. 1989 Chilean jack mackerel,,%-Pauly et al 1989 Figure 5 p394; #-p388 Table 1,1984.0133,1984,770000,tons,Anchoveta,Engraulis ringens,,,4.1802673,% by weight,diet for adults >30cm; #nearshore (<75km) from population model
728,694,Peru,,Pauly et al. 1989,Chilean jack mackerel,Trachurus murphyi,Pauly et al. 1989 Chilean jack mackerel,,%-Pauly et al 1989 Figure 5 p394; #-p388 Table 1,1985.9655,1986,810000,tons,Anchoveta,Engraulis ringens,,,3.1203508,% by weight,diet for adults >30cm; #nearshore (<75km) from population model
729,695,Peru,,Pauly et al. 1989,Chilean jack mackerel,Trachurus murphyi,Pauly et al. 1989 Chilean jack mackerel,,%-Pauly et al 1989 Figure 5 p394; #-p388 Table 1,1986.9995,1987,1070000,tons,Anchoveta,Engraulis ringens,,,11.045203,% by weight,diet for adults >30cm; #nearshore (<75km) from population model
730,696,Peru,,Pauly et al. 1989,Chub mackerel,Scomber japonicus,Pauly et al. 1989 Chub mackerel,,#-Pauly et al 1989 p388 Table 1,1953,1953,230000,tons,,,,,,,#nearshore (<75km) from population model
731,697,Peru,,Pauly et al. 1989,Chub mackerel,Scomber japonicus,Pauly et al. 1989 Chub mackerel,,#-Pauly et al 1989 p388 Table 1,1954,1954,160000,tons,,,,,,,#nearshore (<75km) from population model
732,698,Peru,,Pauly et al. 1989,Chub mackerel,Scomber japonicus,Pauly et al. 1989 Chub mackerel,,#-Pauly et al 1989 p388 Table 1,1955,1955,180000,tons,,,,,,,#nearshore (<75km) from population model
733,699,Peru,,Pauly et al. 1989,Chub mackerel,Scomber japonicus,Pauly et al. 1989 Chub mackerel,,#-Pauly et al 1989 p388 Table 1,1956,1956,190000,tons,,,,,,,#nearshore (<75km) from population model
734,700,Peru,,Pauly et al. 1989,Chub mackerel,Scomber japonicus,Pauly et al. 1989 Chub mackerel,,#-Pauly et al 1989 p388 Table 1,1957,1957,280000,tons,,,,,,,#nearshore (<75km) from population model
735,701,Peru,,Pauly et al. 1989,Chub mackerel,Scomber japonicus,Pauly et al. 1989 Chub mackerel,,#-Pauly et al 1989 p388 Table 1,1958,1958,230000,tons,,,,,,,#nearshore (<75km) from population model
736,702,Peru,,Pauly et al. 1989,Chub mackerel,Scomber japonicus,Pauly et al. 1989 Chub mackerel,,#-Pauly et al 1989 p388 Table 1,1959,1959,210000,tons,,,,,,,#nearshore (<75km) from population model
737,703,Peru,,Pauly et al. 1989,Chub mackerel,Scomber japonicus,Pauly et al. 1989 Chub mackerel,,#-Pauly et al 1989 p388 Table 1,1960,1960,190000,tons,,,,,,,#nearshore (<75km) from population model
738,704,Peru,,Pauly et al. 1989,Chub mackerel,Scomber japonicus,Pauly et al. 1989 Chub mackerel,,#-Pauly et al 1989 p388 Table 1,1961,1961,190000,tons,,,,,,,#nearshore (<75km) from population model
739,705,Peru,,Pauly et al. 1989,Chub mackerel,Scomber japonicus,Pauly et al. 1989 Chub mackerel,,#-Pauly et al 1989 p388 Table 1,1962,1962,180000,tons,,,,,,,#nearshore (<75km) from population model
740,706,Peru,,Pauly et al. 1989,Chub mackerel,Scomber japonicus,Pauly et al. 1989 Chub mackerel,,#-Pauly et al 1989 p388 Table 1,1963,1963,200000,tons,,,,,,,#nearshore (<75km) from population model
741,707,Peru,,Pauly et al. 1989,Chub mackerel,Scomber japonicus,Pauly et al. 1989 Chub mackerel,,#-Pauly et al 1989 p388 Table 1,1964,1964,170000,tons,,,,,,,#nearshore (<75km) from population model
742,708,Peru,,Pauly et al. 1989,Chub mackerel,Scomber japonicus,Pauly et al. 1989 Chub mackerel,,#-Pauly et al 1989 p388 Table 1,1965,1965,240000,tons,,,,,,,#nearshore (<75km) from population model
743,709,Peru,,Pauly et al. 1989,Chub mackerel,Scomber japonicus,Pauly et al. 1989 Chub mackerel,,#-Pauly et al 1989 p388 Table 1,1966,1966,190000,tons,,,,,,,#nearshore (<75km) from population model
744,710,Peru,,Pauly et al. 1989,Chub mackerel,Scomber japonicus,Pauly et al. 1989 Chub mackerel,,#-Pauly et al 1989 p388 Table 1,1967,1967,170000,tons,,,,,,,#nearshore (<75km) from population model
745,711,Peru,,Pauly et al. 1989,Chub mackerel,Scomber japonicus,Pauly et al. 1989 Chub mackerel,,#-Pauly et al 1989 p388 Table 1,1968,1968,160000,tons,,,,,,,#nearshore (<75km) from population model
746,712,Peru,,Pauly et al. 1989,Chub mackerel,Scomber japonicus,Pauly et al. 1989 Chub mackerel,,#-Pauly et al 1989 p388 Table 1,1969,1969,330000,tons,,,,,,,#nearshore (<75km) from population model
747,713,Peru,,Pauly et al. 1989,Chub mackerel,Scomber japonicus,Pauly et al. 1989 Chub mackerel,,#-Pauly et al 1989 p388 Table 1,1970,1970,300000,tons,,,,,,,#nearshore (<75km) from population model
748,714,Peru,,Pauly et al. 1989,Chub mackerel,Scomber japonicus,Pauly et al. 1989 Chub mackerel,,#-Pauly et al 1989 p388 Table 1,1971,1971,210000,tons,,,,,,,#nearshore (<75km) from population model
749,715,Peru,,Pauly et al. 1989,Chub mackerel,Scomber japonicus,Pauly et al. 1989 Chub mackerel,,#-Pauly et al 1989 p388 Table 1,1972,1972,290000,tons,,,,,,,#nearshore (<75km) from population model
750,716,Peru,,Pauly et al. 1989,Chub mackerel,Scomber japonicus,Pauly et al. 1989 Chub mackerel,,#-Pauly et al 1989 p388 Table 1,1973,1973,200000,tons,,,,,,,#nearshore (<75km) from population model
751,717,Peru,,Pauly et al. 1989,Chub mackerel,Scomber japonicus,Pauly et al. 1989 Chub mackerel,,#-Pauly et al 1989 p388 Table 1,1974,1974,190000,tons,,,,,,,#nearshore (<75km) from population model
752,718,Peru,,Pauly et al. 1989,Chub mackerel,Scomber japonicus,Pauly et al. 1989 Chub mackerel,,#-Pauly et al 1989 p388 Table 1,1975,1975,180000,tons,,,,,,,#nearshore (<75km) from population model
753,675,Peru,,Pauly et al. 1989,Chub mackerel,Scomber japonicus,Pauly et al. 1989 Chub mackerel,,%-Pauly et al 1989 Figure 5 p394; #-p388 Table 1,1976.0568,1976,250000,tons,Anchoveta,Engraulis ringens,,,79.16506,% by weight,diet for adults >30cm; #nearshore (<75km) from population model
754,676,Peru,,Pauly et al. 1989,Chub mackerel,Scomber japonicus,Pauly et al. 1989 Chub mackerel,,#-Pauly et al 1989 p388 Table 1,1977,1977,220000,tons,,,,,,, #nearshore (<75km) from population model
755,677,Peru,,Pauly et al. 1989,Chub mackerel,Scomber japonicus,Pauly et al. 1989 Chub mackerel,,%-Pauly et al 1989 Figure 5 p394; #-p388 Table 1,1978.0382,1978,190000,tons,Anchoveta,Engraulis ringens,,,44.143227,% by weight,diet for adults >30cm; #nearshore (<75km) from population model
756,678,Peru,,Pauly et al. 1989,Chub mackerel,Scomber japonicus,Pauly et al. 1989 Chub mackerel,,%-Pauly et al 1989 Figure 5 p394; #-p388 Table 1,1979.0046,1979,200000,tons,Anchoveta,Engraulis ringens,,,40.210194,% by weight,diet for adults >30cm; #nearshore (<75km) from population model
757,679,Peru,,Pauly et al. 1989,Chub mackerel,Scomber japonicus,Pauly et al. 1989 Chub mackerel,,%-Pauly et al 1989 Figure 5 p394; #-p388 Table 1,1980.0231,1980,200000,tons,Anchoveta,Engraulis ringens,,,22.299927,% by weight,diet for adults >30cm; #nearshore (<75km) from population model
758,680,Peru,,Pauly et al. 1989,Chub mackerel,Scomber japonicus,Pauly et al. 1989 Chub mackerel,,%-Pauly et al 1989 Figure 5 p394; #-p388 Table 1,1981.0132,1981,190000,tons,Anchoveta,Engraulis ringens,,,13.386957,% by weight,diet for adults >30cm; #nearshore (<75km) from population model
759,681,Peru,,Pauly et al. 1989,Chub mackerel,Scomber japonicus,Pauly et al. 1989 Chub mackerel,,%-Pauly et al 1989 Figure 5 p394; #-p388 Table 1,1981.9877,1982,220000,tons,Anchoveta,Engraulis ringens,,,2.222674,% by weight,diet for adults >30cm; #nearshore (<75km) from population model
760,682,Peru,,Pauly et al. 1989,Chub mackerel,Scomber japonicus,Pauly et al. 1989 Chub mackerel,,%-Pauly et al 1989 Figure 5 p394; #-p388 Table 1,1983.0485,1983,370000,tons,Anchoveta,Engraulis ringens,,,11.315432,% by weight,diet for adults >30cm; #nearshore (<75km) from population model
761,683,Peru,,Pauly et al. 1989,Chub mackerel,Scomber japonicus,Pauly et al. 1989 Chub mackerel,,%-Pauly et al 1989 Figure 5 p394; #-p388 Table 1,1984.0045,1984,170000,tons,Anchoveta,Engraulis ringens,,,0.47094595,% by weight,diet for adults >30cm; #nearshore (<75km) from population model
762,684,Peru,,Pauly et al. 1989,Chub mackerel,Scomber japonicus,Pauly et al. 1989 Chub mackerel,,#-Pauly et al 1989 p388 Table 1,1985,1985,160000,tons,,,,,,, #nearshore (<75km) from population model
763,685,Peru,,Pauly et al. 1989,Chub mackerel,Scomber japonicus,Pauly et al. 1989 Chub mackerel,,%-Pauly et al 1989 Figure 5 p394; #-p388 Table 1,1986.0541,1986,180000,tons,Anchoveta,Engraulis ringens,,,34.39974,% by weight,diet for adults >30cm; #nearshore (<75km) from population model
764,686,Peru,,Pauly et al. 1989,Chub mackerel,Scomber japonicus,Pauly et al. 1989 Chub mackerel,,%-Pauly et al 1989 Figure 5 p394; #-p388 Table 1,1987.0487,1987,240000,tons,Anchoveta,Engraulis ringens,,,5.237683,% by weight,diet for adults >30cm; #nearshore (<75km) from population model
765,693,Peru,,Pauly et al. 1989,,,Pauly et al. 1989 ,,#-Pauly et al 1989 p388 Table 1,1985,1985,700000,tons,,,,,,,#nearshore (<75km) from population model
766,777,Peru,Peru,Peru,Booby,Sula spp.,Peru Booby,,Goya 2000 Tabla 2,1995,1995,,,Anchoveta,Engraulis ringens,,,78.78,,"unsure of units, need to translate"
767,778,Peru,Peru,Peru,Booby,Sula spp.,Peru Booby,,Goya 2000 Tabla 2,1996,1996,,,Anchoveta,Engraulis ringens,,,82.33,,"unsure of units, need to translate"
768,779,Peru,Peru,Peru,Booby,Sula spp.,Peru Booby,,Goya 2000 Tabla 2,1997,1997,,,Anchoveta,Engraulis ringens,,,84.64,,"unsure of units, need to translate"
769,780,Peru,Peru,Peru,Booby,Sula spp.,Peru Booby,,Goya 2000 Tabla 2,1998,1998,,,Anchoveta,Engraulis ringens,,,58.37,,"unsure of units, need to translate"
770,781,Peru,Peru,Peru,Booby,Sula spp.,Peru Booby,,Goya 2000 Tabla 2,1999,1999,,,Anchoveta,Engraulis ringens,,,92.85,,"unsure of units, need to translate"
771,774,Peru,Peru,Peru,Guanay cormorant,Phalacrocorax bougainvillii,Peru Guanay cormorant,,Goya 2000 Tabla 1,1997,1997,,,Anchoveta,Engraulis ringens,,,53.96,,"unsure of units, need to translate"
772,775,Peru,Peru,Peru,Guanay cormorant,Phalacrocorax bougainvillii,Peru Guanay cormorant,,Goya 2000 Tabla 1,1998,1998,,,Anchoveta,Engraulis ringens,,,54.53,,"unsure of units, need to translate"
773,776,Peru,Peru,Peru,Guanay cormorant,Phalacrocorax bougainvillii,Peru Guanay cormorant,,Goya 2000 Tabla 1,1999,1999,,,Anchoveta,Engraulis ringens,,,80.9,,"unsure of units, need to translate"
774,508,Peru,Pisco-14S,Pisco-14S,Chilean jack mackerel,Trachurus murphyi,Pisco-14S Chilean jack mackerel,,%-Muck and Pauly Table 3 pdf p 290; #-Muck and Pauly 1987 pdf p 292,1979,1979,3500000,t,Anchoveta,Engraulis ringens,,,90.5,% of stomach content weight,
775,500,Peru,Pisco-14S,Pisco-14S,Chub mackerel,Scomber japonicus,Pisco-14S Chub mackerel,Normal,%-Muck and Pauly Figure 1 pdf p288,1979,1979,,,Anchoveta,Engraulis ringens,,,75,% of total weight composition,
776,501,Peru,Pisco-14S,Pisco-14S,Chub mackerel,Scomber japonicus,Pisco-14S Chub mackerel,El Nino,%-Muck and Pauly Figure 1 pdf p288,1982,1982,,,Anchoveta,Engraulis ringens,,,20,% of total weight composition,
777,535,Peru,Punta San Juan,Punta San Juan,Guanay cormorant,Phalacrocorax bougainvillii,Punta San Juan Guanay cormorant,Jan-Feb,% and size from Zavalaga and Paredes 1999 Table 1,1995,1995,,,Anchoveta,Engraulis ringens,12.6,,65,by number,size and % for chicks; SD=0.3 on size
778,536,Peru,Punta San Juan,Punta San Juan,Guanay cormorant,Phalacrocorax bougainvillii,Punta San Juan Guanay cormorant,Jan-Feb,% and size from Zavalaga and Paredes 1999 Table 1,1996,1996,,,Anchoveta,Engraulis ringens,12.6,,2,by number,size and % for chicks; SD=0.3 on size
779,540,Scotland,Isle of May,Isle of May (Wanless et al. 1993),European shag,Phalacrocorax aristotelis,Isle of May (Wanless et al. 1993) European shag,Breeding,pdf p10 Wanless et al 1993 diving behaviour,1987,1987,1700,breeding pairs,Lesser sand-eel,Ammodytes marinus,129,,100,,diet of chicks; SD=5.7 (size)
780,541,Scotland,Isle of May,Isle of May (Wanless et al. 1993),European shag,Phalacrocorax aristotelis,Isle of May (Wanless et al. 1993) European shag,Breeding,pdf p10 Wanless et al 1993 diving behaviour,1988,1988,1700,breeding pairs,Lesser sand-eel,Ammodytes marinus,140,,100,,diet of chicks; SD=5.6 (size)
781,539,Scotland,Isle of May,Isle of May (Wanless et al. 1993),European shag,Phalacrocorax aristotelis,Isle of May (Wanless et al. 1993) European shag,Breeding,pdf p8 Wanless et al 1993 diving behaviour,1989,1989,1700,breeding pairs,Lesser sand-eel,Ammodytes marinus,84,,100,,diet of chicks; SD=8.3 (size)
